Complited in 7.178908
a[2][19] = 0.0623377, 
a[32][43] = -0.860465, 
a[2][20] = 0.0607943, 
a[32][44] = -0.697596, 
a[2][21] = 0.0592885, 
a[32][45] = 0.261999, 
a[2][22] = 0.0578261, 
a[32][46] = -0.309565, 
a[2][23] = 0.0564103, 
a[32][47] = -0.837959, 
a[2][24] = 0.0550427, 
a[32][48] = -0.39647, 
a[2][25] = 0.0537241, 
a[32][49] = 0.599252, 
a[2][26] = 0.0524539, 
a[32][50] = -0.307802, 
a[2][27] = 0.0512315, 
a[32][51] = -0.302103, 
a[2][28] = 0.0500556, 
a[32][52] = 0.304961, 
a[2][29] = 0.0489247, 
a[32][53] = -0.0819148, 
a[2][30] = 0.0478372, 
a[32][54] = 0.102882, 
a[2][31] = 0.0467914, 
a[32][55] = -0.251199, 
a[2][32] = 0.0457856, 
a[32][56] = -0.111085, 
a[2][33] = 0.0448179, 
a[32][57] = -0.397616, 
a[2][34] = 0.0438867, 
a[32][58] = -0.100123, 
a[2][35] = 0.0429904, 
a[32][59] = -0.266394, 
a[2][36] = 0.0421271, 
a[32][60] = -0.982541, 
a[2][37] = 0.0412955, 
a[32][61] = 0.181767, 
a[32][62] = 0.29272, 
a[32][63] = 0.139643, 
a[32][64] = 0.175815, 
a[32][65] = -0.259611, 
a[32][66] = -0.243302, 
a[32][67] = -0.92153, 
a[32][68] = 0.0561992, 
a[32][69] = 0.0224225, 
a[32][70] = -0.489026, 
a[32][71] = -0.0332045, 
a[32][72] = 0.506903, 
a[2][38] = 0.0404941, 
a[32][73] = -0.546988, 
a[2][39] = 0.0397213, 
a[32][74] = 0.457561, 
a[2][40] = 0.0389758, 
a[32][75] = 0.00796037, 
a[2][41] = 0.0382563, 
a[32][76] = -0.0708708, 
a[2][42] = 0.0375617, 
a[32][77] = -1.1897, 
a[2][43] = 0.0368906, 
a[32][78] = 0.135914, 
a[2][44] = 0.0362422, 
a[32][79] = 0.14554, 
a[2][45] = 0.0356152, 
a[32][80] = 0.314376, 
a[2][46] = 0.0350087, 
a[32][81] = 0.338448, 
a[2][47] = 0.0344218, 
a[32][82] = -0.612049, 
a[2][48] = 0.0338535, 
a[32][83] = 0.51343, 
a[2][49] = 0.0333032, 
a[32][84] = 0.143449, 
a[2][50] = 0.0327699, 
a[32][85] = 0.148244, 
a[2][51] = 0.0322529, 
a[32][86] = 0.850913, 
a[2][52] = 0.0317515, 
a[32][87] = -0.172681, 
a[2][53] = 0.031265, 
a[32][88] = 0.155672, 
a[2][54] = 0.0307929, 
a[32][89] = -0.0136445, 
a[2][55] = 0.0303345, 
a[32][90] = 0.175852, 
a[2][56] = 0.0298892, 
a[32][91] = 0.346756, 
a[2][57] = 0.0294565, 
a[32][92] = 0.14403, 
a[2][58] = 0.0290358, 
a[32][93] = 0.0691945, 
a[2][59] = 0.0286268, 
a[32][94] = -0.430134, 
a[2][60] = 0.028229, 
a[32][95] = 0.0707726, 
a[2][61] = 0.0278418, 
a[32][96] = -0.329642, 
a[2][62] = 0.0274649, 
a[32][97] = 0.324995, 
a[2][63] = 0.0270979, 
a[32][98] = -0.0467215, 
a[2][64] = 0.0267404, 
a[32][99] = -0.0670799, 
a[2][65] = 0.0263921, 

a[40][0] = 0.0238095, 
a[2][66] = 0.0260526, 
a[2][67] = 0.0257216, 
a[40][1] = 0.0108225, 
a[2][68] = 0.0253988, 
a[40][2] = 0.0308838, 
a[2][69] = 0.0250838, 
a[40][3] = 0.00672688, 
a[2][70] = 0.0247765, 
a[40][4] = 0.0031077, 
a[2][71] = 0.0244765, 
a[40][5] = 0.00189006, 
a[2][72] = 0.0241836, 
a[40][6] = 0.000664817, 
a[2][73] = 0.0238976, 
a[40][7] = 0.000368711, 
a[2][74] = 0.0236181, 
a[40][8] = 5.26769e-05, 
a[2][75] = 0.0233451, 
a[40][9] = 2.91039e-05, 
a[2][76] = 0.0230782, 
a[40][10] = 4.08726e-06, 
a[2][77] = 0.0228173, 
a[40][11] = 5.91926e-07, 
a[2][78] = 0.0225621, 
a[40][12] = 6.86956e-08, 
a[2][79] = 0.0223126, 
a[40][13] = 8.7069e-09, 
a[2][80] = 0.0220684, 
a[40][14] = 7.87538e-10, 
a[2][81] = 0.0218295, 
a[40][15] = 1.1652e-09, 
a[2][82] = 0.0215956, 
a[40][16] = 7.3948e-10, 
a[2][83] = 0.0213667, 
a[2][84] = 0.0211425, 
a[40][17] = 1.56463e-10, 
a[2][85] = 0.0209229, 
a[40][18] = 7.19901e-10, 
a[2][86] = 0.0207079, 
a[40][19] = 1.55787e-10, 
a[2][87] = 0.0204971, 
a[40][20] = 1.08601e-10, 
a[2][88] = 0.0202906, 
a[40][21] = 1.14052e-10, 
a[2][89] = 0.0200881, 
a[40][22] = 2.67993e-11, 
a[2][90] = 0.0198896, 
a[40][23] = 6.58276e-12, 
a[2][91] = 0.019695, 
a[40][24] = 1.89371e-12, 
a[2][92] = 0.0195041, 
a[40][25] = 1.66712e-12, 
a[2][93] = 0.0193169, 
a[40][26] = 1.08689e-12, 
a[2][94] = 0.0191332, 
a[40][27] = 4.50185e-13, 
a[2][95] = 0.0189529, 
a[40][28] = 2.20754e-13, 
a[2][96] = 0.018776, 
a[2][97] = 0.0186024, 
a[40][29] = 1.20433e-13, 
a[2][98] = 0.0184318, 
a[40][30] = 7.73057e-14, 
a[2][99] = 0.0182644, 
a[40][31] = 4.36389e-14, 

a[40][32] = 2.53173e-15, 
a[10][0] = 0.0833333, 
a[40][33] = 1.06893e-14, 
a[40][34] = 7.37952e-15, 
a[10][1] = 0.0297619, 
a[40][35] = 3.19958e-15, 
a[10][2] = 0.0730519, 
a[40][36] = 5.94121e-16, 
a[10][3] = 0.00753711, 
a[40][37] = 4.70886e-16, 
a[10][4] = 0.00106208, 
a[40][38] = 1.37339e-16, 
a[10][5] = 0.00029764, 
a[40][39] = 1.12199e-16, 
a[10][6] = 4.94703e-05, 
a[40][40] = 3.28454e-17, 
a[10][7] = 4.10814e-06, 
a[40][41] = 0.37741, 
a[10][8] = 1.60069e-07, 
a[40][42] = -0.0610636, 
a[10][9] = 1.07093e-08, 
a[40][43] = -0.0372252, 
a[10][10] = 1.21289e-10, 
a[40][44] = 0.482024, 
a[10][11] = 0.551907, 
a[40][45] = -0.357842, 
a[10][12] = 0.253769, 
a[40][46] = -0.322755, 
a[10][13] = -0.322407, 
a[40][47] = 0.258291, 
a[10][14] = -0.181986, 
a[40][48] = -0.42885, 
a[10][15] = -0.287645, 
a[40][49] = 0.0619138, 
a[10][16] = -0.325462, 
a[40][50] = 0.218039, 
a[10][17] = -0.309751, 
a[40][51] = -0.456632, 
a[10][18] = -0.256128, 
a[40][52] = -0.149907, 
a[10][19] = -0.179017, 
a[40][53] = -0.740554, 
a[10][20] = -0.0905021, 
a[40][54] = 0.180506, 
a[10][21] = 0.833544, 
a[40][55] = 0.0930596, 
a[10][22] = 0.0856181, 
a[40][56] = -0.409867, 
a[10][23] = 0.161688, 
a[40][57] = -0.0258332, 
a[10][24] = 0.225356, 
a[40][58] = -0.401495, 
a[10][25] = 0.275176, 
a[40][59] = -0.559012, 
a[10][26] = 0.310751, 
a[40][60] = 0.678277, 
a[10][27] = 0.332438, 
a[40][61] = 0.809529, 
a[10][28] = 0.3411, 
a[40][62] = -0.21144, 
a[10][29] = 0.337919, 
a[40][63] = 0.756347, 
a[10][30] = 0.324262, 
a[40][64] = 0.305694, 
