Complited in 2.582368
a[5][3] = 0.0130622, 
a[5][4] = 0.00775994, 
a[5][5] = 0.0909091, 
a[5][6] = 0.916667, 
a[5][7] = 0.846154, 
a[5][8] = 0.785714, 
a[5][9] = 0.733333, 
a[5][10] = 0.6875, 
a[5][11] = 0.647059, 
a[5][12] = 0.611111, 
a[5][13] = 0.578947, 
a[5][14] = 0.55, 
a[5][15] = 0.52381, 
a[5][16] = 0.5, 
a[5][17] = 0.478261, 
a[5][18] = 0.458333, 
a[5][19] = 0.44, 
a[5][20] = 0.423077, 
a[5][21] = 0.407407, 
a[5][22] = 0.392857, 
a[5][23] = 0.37931, 
a[5][24] = 0.366667, 
a[5][25] = 0.354839, 
a[5][26] = 0.34375, 
a[5][27] = 0.333333, 
a[5][28] = 0.323529, 
a[5][29] = 0.314286, 
a[5][30] = 0.305556, 
a[5][31] = 0.297297, 
a[5][32] = 0.289474, 
a[5][33] = 0.282051, 
a[5][34] = 0.275, 
a[5][35] = 0.268293, 
a[5][36] = 0.261905, 
a[5][37] = 0.255814, 
a[5][38] = 0.25, 
a[5][39] = 0.244444, 
a[5][40] = 0.23913, 
a[5][41] = 0.234043, 
a[5][42] = 0.229167, 
a[5][43] = 0.22449, 
a[5][44] = 0.22, 
a[5][45] = 0.215686, 
a[5][46] = 0.211538, 
a[5][47] = 0.207547, 
a[5][48] = 0.203704, 
a[5][49] = 0.2, 

a[9][0] = 0.1, 
a[9][1] = 0.0409091, 
a[9][2] = 0.0193182, 
a[9][3] = 0.0112791, 
a[9][4] = 0.00730608, 
a[9][5] = 0.00504553, 
a[9][6] = 0.00364288, 
a[9][7] = 0.00271891, 
a[9][8] = 0.00208268, 
a[9][9] = 0.0526316, 
a[9][10] = 0.95, 
a[9][11] = 0.904762, 
a[9][12] = 0.863636, 
a[9][13] = 0.826087, 
a[9][14] = 0.791667, 
a[9][15] = 0.76, 
a[9][16] = 0.730769, 
a[9][17] = 0.703704, 
a[9][18] = 0.678571, 
a[9][19] = 0.655172, 
a[9][20] = 0.633333, 
a[9][21] = 0.612903, 
a[9][22] = 0.59375, 
a[9][23] = 0.575758, 
a[9][24] = 0.558824, 
a[9][25] = 0.542857, 
a[9][26] = 0.527778, 
a[9][27] = 0.513514, 
a[9][28] = 0.5, 
a[9][29] = 0.487179, 
a[9][30] = 0.475, 
a[9][31] = 0.463415, 
a[9][32] = 0.452381, 
a[9][33] = 0.44186, 
a[9][34] = 0.431818, 
a[9][35] = 0.422222, 
a[9][36] = 0.413043, 
a[9][37] = 0.404255, 
a[9][38] = 0.395833, 
a[9][39] = 0.387755, 
a[9][40] = 0.38, 
a[9][41] = 0.372549, 
a[9][42] = 0.365385, 
a[9][43] = 0.358491, 
